,index,age,sports,fashion,food,pet,Top Likes,age_group,Total Likes,Segment
3543,ddavis,29,30.0,3.0,3.0,3.0,sports,Adult,39.0,1
3544,arivers,13,25.0,0.0,45.0,45.0,food,,115.0,5
3545,ekey,26,34.0,33.0,0.0,34.0,sports,Adult,101.0,5
3546,qmorrison,51,46.0,46.0,42.0,47.0,age,Adult,181.0,5
3547,nathanielrichardson,26,10.0,20.0,10.0,49.0,pet,Adult,89.0,5
3548,faulknertiffany,26,2.0,2.0,2.0,4.0,age,Adult,10.0,1
3549,andreajones,26,58.0,60.0,0.0,60.0,fashion,Adult,178.0,5
3550,wrightmiguel,14,12.0,11.0,10.0,11.0,age,Teenager,44.0,1
3551,wjimenez,23,0.0,6.0,16.0,6.0,age,Young Adult,28.0,1
3552,irosario,16,0.0,36.0,36.0,36.0,fashion,Teenager,108.0,5
3553,flynndebbie,24,27.0,0.0,91.0,30.0,food,Young Adult,148.0,3
3554,ericpaul,18,18.0,18.0,0.0,19.0,pet,Teenager,55.0,1
3555,gutierrezjermaine,19,24.0,23.0,24.0,23.0,sports,Young Adult,94.0,5
3556,ksellers,24,119.0,48.0,21.0,24.0,sports,Young Adult,212.0,2
3557,danielamy,20,21.0,0.0,0.0,24.0,pet,Young Adult,45.0,1
3558,uwilliams,17,36.0,5.0,6.0,6.0,sports,Teenager,53.0,1
3559,kevin81,64,0.0,15.0,0.0,127.0,pet,Senior,142.0,0
3560,shawnpitts,30,0.0,0.0,162.0,180.0,pet,Adult,342.0,0
3561,tamara48,53,8.0,33.0,8.0,12.0,age,Adult,61.0,1
3562,ymullins,21,67.0,12.0,13.0,27.0,sports,Young Adult,119.0,5
3563,mooreashley,26,20.0,61.0,0.0,20.0,fashion,Adult,101.0,5
3564,yjames,43,10.0,22.0,11.0,56.0,pet,Adult,99.0,5
3565,karenmoore,30,3.0,5.0,5.0,3.0,age,Adult,16.0,1
3566,dwilliams,24,11.0,5.0,8.0,30.0,pet,Young Adult,54.0,1
3567,schang,21,6.0,8.0,12.0,32.0,pet,Young Adult,58.0,1
3568,paul29,21,8.0,8.0,8.0,61.0,pet,Young Adult,85.0,5
3569,michael13,30,12.0,12.0,0.0,14.0,age,Adult,38.0,1
3570,freemanjohnathan,30,0.0,9.0,30.0,9.0,age,Adult,48.0,1
3571,taylor51,28,0.0,46.0,0.0,48.0,pet,Adult,94.0,5
3572,joneschristopher,20,30.0,3.0,4.0,4.0,sports,Young Adult,41.0,1
3573,sandra21,17,19.0,48.0,9.0,10.0,fashion,Teenager,86.0,1
3574,xoconnell,35,13.0,8.0,33.0,6.0,age,Adult,60.0,1
3575,lopezdaniel,18,0.0,11.0,24.0,26.0,pet,Teenager,61.0,1
3576,corey88,16,38.0,8.0,6.0,5.0,sports,Teenager,57.0,1
3577,katherine26,42,0.0,21.0,20.0,64.0,pet,Adult,105.0,5
3578,john28,33,4.0,0.0,0.0,28.0,age,Adult,32.0,1
3579,kathy63,31,0.0,87.0,0.0,10.0,fashion,Adult,97.0,4
3580,kimberly09,20,7.0,12.0,28.0,4.0,food,Young Adult,51.0,1
3581,websterjordan,13,21.0,9.0,10.0,52.0,pet,,92.0,5
3582,tammyreynolds,14,1.0,12.0,1.0,1.0,age,Teenager,15.0,1
3583,qstanley,13,9.0,9.0,0.0,4.0,age,,22.0,1
3584,hansentaylor,26,83.0,37.0,18.0,18.0,sports,Adult,156.0,2
3585,brettflores,43,18.0,0.0,0.0,17.0,age,Adult,35.0,1
3586,smithjustin,38,0.0,52.0,55.0,53.0,food,Adult,160.0,5
3587,simmonstony,44,76.0,15.0,15.0,30.0,sports,Adult,136.0,5
3588,scottrobert,23,31.0,225.0,31.0,32.0,fashion,Young Adult,319.0,4
3589,amanda75,27,11.0,0.0,11.0,34.0,pet,Adult,56.0,1
3590,meghan80,33,18.0,3.0,4.0,3.0,age,Adult,28.0,1
3591,nbenson,22,31.0,6.0,12.0,6.0,sports,Young Adult,55.0,1
3592,scopeland,15,8.0,8.0,9.0,56.0,pet,Teenager,81.0,1
3593,ashleycalhoun,14,5.0,34.0,4.0,4.0,fashion,Teenager,47.0,1
3594,taylorvickie,29,56.0,55.0,55.0,56.0,sports,Adult,222.0,5
3595,jeremy46,42,10.0,10.0,10.0,10.0,age,Adult,40.0,1
3596,johnsoncharles,19,0.0,72.0,72.0,36.0,fashion,Young Adult,180.0,4
3597,varroyo,37,0.0,4.0,0.0,29.0,age,Adult,33.0,1
3598,michelle52,17,41.0,0.0,0.0,41.0,sports,Teenager,82.0,1
3599,brittany60,17,135.0,0.0,0.0,16.0,sports,Teenager,151.0,2
3600,susanmendoza,37,0.0,6.0,6.0,17.0,age,Adult,29.0,1
3601,phillip35,35,7.0,0.0,0.0,59.0,pet,Adult,66.0,1
3602,jacobruiz,28,0.0,24.0,76.0,24.0,food,Adult,124.0,5
3603,johnsontimothy,52,28.0,0.0,28.0,14.0,age,Adult,70.0,1
3604,davidperry,23,6.0,19.0,0.0,6.0,age,Young Adult,31.0,1
3605,elizabethhernandez,18,9.0,4.0,4.0,20.0,pet,Teenager,37.0,1
3606,usmith,26,76.0,69.0,76.0,76.0,sports,Adult,297.0,4
3607,hartmichael,14,64.0,0.0,64.0,32.0,sports,Teenager,160.0,5
3608,brian03,25,12.0,0.0,12.0,12.0,age,Young Adult,36.0,1
3609,anthony18,18,0.0,33.0,32.0,32.0,fashion,Teenager,97.0,5
3610,sawyermary,27,4.0,3.0,0.0,2.0,age,Adult,9.0,1
3611,mcdonalddavid,22,36.0,12.0,0.0,12.0,sports,Young Adult,60.0,1
3612,clowery,32,13.0,25.0,11.0,64.0,pet,Adult,113.0,5
3613,ubryan,25,20.0,19.0,19.0,20.0,age,Young Adult,78.0,1
3614,kennethflores,15,39.0,39.0,40.0,38.0,food,Teenager,156.0,5
3615,vasquezmary,64,10.0,19.0,0.0,22.0,age,Senior,51.0,1
3616,riveraandrea,18,9.0,9.0,8.0,9.0,age,Teenager,35.0,1
3617,michaelwalker,19,39.0,8.0,15.0,9.0,sports,Young Adult,71.0,1
3618,meyermegan,28,10.0,10.0,10.0,65.0,pet,Adult,95.0,5
3619,lho,37,12.0,24.0,64.0,13.0,food,Adult,113.0,5
3620,pstewart,33,80.0,0.0,73.0,80.0,sports,Adult,233.0,0
3621,joel13,23,0.0,0.0,95.0,10.0,food,Young Adult,105.0,3
3622,powersamy,20,32.0,96.0,0.0,32.0,fashion,Young Adult,160.0,4
3623,jacksonkathleen,29,36.0,36.0,254.0,36.0,food,Adult,362.0,3
3624,cheyenne56,14,11.0,12.0,12.0,82.0,pet,Teenager,117.0,5
3625,ashley36,32,8.0,8.0,43.0,17.0,food,Adult,76.0,1
3626,yestrada,37,0.0,68.0,21.0,21.0,fashion,Adult,110.0,5
3627,jonesdavid,33,4.0,4.0,6.0,6.0,age,Adult,20.0,1
3628,yrowland,23,6.0,13.0,7.0,33.0,pet,Young Adult,59.0,1
3629,james89,20,9.0,8.0,68.0,8.0,food,Young Adult,93.0,3
3630,wareronald,32,0.0,0.0,15.0,16.0,age,Adult,31.0,1
3631,vbates,26,12.0,8.0,0.0,12.0,age,Adult,32.0,1
3632,anthony77,21,0.0,79.0,80.0,40.0,food,Young Adult,199.0,4
3633,jacob35,33,23.0,3.0,6.0,9.0,age,Adult,41.0,1
3634,stewartmichael,24,17.0,110.0,15.0,16.0,fashion,Young Adult,158.0,4
3635,bassbradley,24,0.0,12.0,12.0,38.0,pet,Young Adult,62.0,1
3636,pcook,58,3.0,4.0,0.0,14.0,age,Adult,21.0,1
3637,johnsonsteven,31,0.0,24.0,0.0,218.0,pet,Adult,242.0,0
3638,mcdanielbrenda,18,32.0,7.0,6.0,13.0,sports,Teenager,58.0,1
3639,zdavis,21,63.0,64.0,64.0,64.0,fashion,Young Adult,255.0,4
3640,angelasanders,25,6.0,6.0,8.0,50.0,pet,Young Adult,70.0,1
3641,horebecca,37,0.0,4.0,16.0,5.0,age,Adult,25.0,1
3642,mitchellkristin,34,42.0,40.0,0.0,40.0,sports,Adult,122.0,5
3643,whitemichael,23,17.0,84.0,18.0,33.0,fashion,Young Adult,152.0,4
3644,charles62,19,12.0,12.0,10.0,12.0,age,Young Adult,46.0,1
3645,apham,27,13.0,0.0,4.0,5.0,age,Adult,22.0,1
3646,weberkaitlin,35,21.0,21.0,21.0,20.0,age,Adult,83.0,1
3647,bridgeskeith,17,7.0,7.0,7.0,7.0,age,Teenager,28.0,1
3648,amandaspencer,18,50.0,45.0,50.0,50.0,sports,Teenager,195.0,5
3649,khensley,21,21.0,11.0,0.0,21.0,age,Young Adult,53.0,1
3650,boydchristine,37,0.0,22.0,70.0,22.0,food,Adult,114.0,5
3651,yatesdominique,50,30.0,6.0,5.0,12.0,age,Adult,53.0,1
3652,collinsrichard,23,45.0,8.0,8.0,6.0,sports,Young Adult,67.0,1
3653,erica37,42,16.0,0.0,16.0,15.0,age,Adult,47.0,1
3654,victor83,16,38.0,40.0,39.0,39.0,fashion,Teenager,156.0,5
3655,bryantjustin,43,11.0,24.0,12.0,56.0,pet,Adult,103.0,5
3656,timothy81,46,22.0,46.0,24.0,114.0,pet,Adult,206.0,0
3657,nicholas70,17,18.0,18.0,18.0,18.0,sports,Teenager,72.0,1
3658,christianrobinson,38,0.0,14.0,14.0,14.0,age,Adult,42.0,1
3659,william60,32,2.0,4.0,4.0,2.0,age,Adult,12.0,1
3660,lynn76,22,10.0,0.0,0.0,86.0,pet,Young Adult,96.0,0
3661,dstone,25,0.0,11.0,0.0,102.0,pet,Young Adult,113.0,0
3662,krystalhernandez,36,0.0,0.0,4.0,23.0,age,Adult,27.0,1
3663,brianchan,47,0.0,0.0,55.0,54.0,food,Adult,109.0,5
3664,ubailey,22,0.0,15.0,15.0,15.0,age,Young Adult,45.0,1
3665,erinmontes,19,38.0,115.0,0.0,38.0,fashion,Young Adult,191.0,4
3666,rodgersbenjamin,13,45.0,0.0,47.0,44.0,food,,136.0,5
3667,ecook,27,0.0,15.0,4.0,6.0,age,Adult,25.0,1
3668,kyle13,34,0.0,14.0,35.0,12.0,food,Adult,61.0,1
3669,robert71,23,0.0,0.0,42.0,41.0,food,Young Adult,83.0,1
3670,leonerik,35,32.0,0.0,15.0,31.0,age,Adult,78.0,1
3671,xanderson,21,14.0,0.0,38.0,14.0,food,Young Adult,66.0,1
3672,cdoyle,47,0.0,18.0,0.0,152.0,pet,Adult,170.0,0
3673,dallen,20,43.0,6.0,8.0,6.0,sports,Young Adult,63.0,1
3674,amanda84,67,0.0,24.0,0.0,204.0,pet,Senior,228.0,0
3675,mitchell70,32,13.0,0.0,13.0,39.0,pet,Adult,65.0,1
3676,moralesrandy,18,0.0,87.0,90.0,87.0,food,Teenager,264.0,4
3677,ashley79,47,15.0,14.0,0.0,14.0,age,Adult,43.0,1
3678,alexandraboyd,25,9.0,44.0,18.0,8.0,fashion,Young Adult,79.0,1
3679,pattersonrebecca,14,19.0,17.0,92.0,38.0,food,Teenager,166.0,3
3680,krhodes,21,0.0,40.0,116.0,39.0,food,Young Adult,195.0,3
3681,nathanrasmussen,18,4.0,3.0,20.0,8.0,food,Teenager,35.0,1
3682,qcollins,29,60.0,60.0,0.0,55.0,sports,Adult,175.0,5
3683,trobinson,32,12.0,86.0,10.0,12.0,fashion,Adult,120.0,4
3684,lgriffin,17,8.0,42.0,8.0,17.0,fashion,Teenager,75.0,1
3685,andrea43,16,8.0,20.0,0.0,7.0,fashion,Teenager,35.0,1
3686,amycampbell,22,0.0,10.0,0.0,10.0,age,Young Adult,20.0,1
3687,kyleadams,36,3.0,16.0,4.0,6.0,age,Adult,29.0,1
3688,christianleonard,30,28.0,28.0,28.0,28.0,age,Adult,112.0,5
3689,whitederek,21,3.0,20.0,3.0,3.0,age,Young Adult,29.0,1
3690,paul30,56,0.0,7.0,12.0,12.0,age,Adult,31.0,1
3691,cwhite,26,0.0,9.0,0.0,74.0,pet,Adult,83.0,5
3692,lovemary,14,3.0,0.0,6.0,5.0,age,Teenager,14.0,1
3693,shaun34,18,9.0,54.0,8.0,8.0,fashion,Teenager,79.0,1
3694,jamesyoung,19,34.0,35.0,34.0,34.0,fashion,Young Adult,137.0,5
3695,wellspaula,36,18.0,0.0,0.0,174.0,pet,Adult,192.0,0
3696,erin97,17,3.0,4.0,6.0,16.0,age,Teenager,29.0,1
3697,andersonfrank,29,26.0,182.0,26.0,26.0,fashion,Adult,260.0,4
3698,leonardalicia,27,0.0,34.0,12.0,11.0,fashion,Adult,57.0,1
3699,payneamanda,27,0.0,71.0,24.0,24.0,fashion,Adult,119.0,5
3700,wwells,55,20.0,20.0,20.0,20.0,age,Adult,80.0,1
3701,mcole,30,29.0,5.0,5.0,5.0,age,Adult,44.0,1
3702,achristian,20,10.0,10.0,10.0,10.0,age,Young Adult,40.0,1
3703,jeffrey80,47,12.0,12.0,65.0,26.0,food,Adult,115.0,5
3704,yhayes,39,8.0,21.0,5.0,4.0,age,Adult,38.0,1
3705,wbenson,45,10.0,10.0,70.0,10.0,food,Adult,100.0,5
3706,julieevans,17,30.0,3.0,3.0,5.0,sports,Teenager,41.0,1
3707,courtneysimpson,36,32.0,15.0,80.0,16.0,food,Adult,143.0,3
3708,jordannicole,46,4.0,6.0,0.0,6.0,age,Adult,16.0,1
3709,kevin67,39,19.0,116.0,18.0,18.0,fashion,Adult,171.0,4
3710,taraflynn,23,28.0,28.0,29.0,28.0,food,Young Adult,113.0,5
3711,collinsmichelle,38,24.0,24.0,28.0,185.0,pet,Adult,261.0,0
3712,victor46,14,48.0,54.0,0.0,56.0,pet,Teenager,158.0,5
3713,murphydaniel,42,8.0,0.0,3.0,8.0,age,Adult,19.0,1
3714,aaron53,38,9.0,9.0,18.0,44.0,pet,Adult,80.0,1
3715,ashley99,16,40.0,36.0,36.0,40.0,sports,Teenager,152.0,5
3716,daniel52,35,27.0,10.0,0.0,9.0,age,Adult,46.0,1
3717,nicholasdorsey,78,2.0,6.0,1.0,2.0,age,Senior,11.0,1
3718,cjohnson,52,34.0,33.0,32.0,34.0,age,Adult,133.0,5
3719,fboyd,23,9.0,5.0,24.0,4.0,food,Young Adult,42.0,1
3720,boyermiranda,35,0.0,21.0,0.0,25.0,age,Adult,46.0,1
3721,sara37,17,103.0,15.0,12.0,14.0,sports,Teenager,144.0,2
3722,pbutler,43,0.0,15.0,15.0,16.0,age,Adult,46.0,1
3723,foxstephen,31,15.0,15.0,17.0,16.0,age,Adult,63.0,1
3724,stokesshirley,43,29.0,28.0,29.0,28.0,age,Adult,114.0,5
3725,gabrielle12,29,0.0,33.0,36.0,104.0,pet,Adult,173.0,0
3726,trujillohoward,24,35.0,0.0,17.0,34.0,sports,Young Adult,86.0,1
3727,gregg92,47,12.0,0.0,0.0,2.0,age,Adult,14.0,1
3728,pollardkenneth,34,17.0,16.0,0.0,50.0,pet,Adult,83.0,5
3729,amyyoung,14,9.0,8.0,8.0,54.0,pet,Teenager,79.0,5
3730,mooresamuel,37,36.0,66.0,0.0,74.0,pet,Adult,176.0,5
3731,zachary96,39,0.0,45.0,22.0,44.0,fashion,Adult,111.0,5
3732,harringtonlisa,37,30.0,10.0,6.0,6.0,age,Adult,52.0,1
3733,bennettwesley,22,32.0,31.0,28.0,226.0,pet,Young Adult,317.0,0
3734,lindseyrodriguez,31,6.0,5.0,5.0,6.0,age,Adult,22.0,1
3735,dawn66,35,0.0,23.0,23.0,24.0,age,Adult,70.0,1
3736,wvaughn,15,12.0,10.0,9.0,10.0,age,Teenager,41.0,1
3737,fhanson,29,9.0,9.0,8.0,56.0,pet,Adult,82.0,5
3738,davidstone,16,16.0,16.0,16.0,105.0,pet,Teenager,153.0,0
3739,taylorbrady,46,92.0,0.0,92.0,94.0,pet,Adult,278.0,0
3740,bartlettbrianna,23,30.0,30.0,30.0,30.0,sports,Young Adult,120.0,5
3741,smithadam,35,42.0,39.0,0.0,42.0,sports,Adult,123.0,5
3742,christophermann,49,0.0,36.0,0.0,36.0,age,Adult,72.0,1
3743,kaylawhite,16,7.0,39.0,6.0,6.0,fashion,Teenager,58.0,1
3744,glenrhodes,25,21.0,7.0,0.0,8.0,age,Young Adult,36.0,1
3745,katie57,19,0.0,26.0,13.0,26.0,fashion,Young Adult,65.0,1
3746,yfranco,25,39.0,0.0,20.0,39.0,sports,Young Adult,98.0,5
3747,thomas82,55,82.0,18.0,17.0,33.0,sports,Adult,150.0,5
3748,spencerashley,25,0.0,10.0,0.0,10.0,age,Young Adult,20.0,1
3749,arroyoallison,45,365.0,0.0,0.0,41.0,sports,Adult,406.0,2
3750,sandyalexander,37,0.0,112.0,0.0,12.0,fashion,Adult,124.0,4
3751,omeyer,20,76.0,31.0,17.0,15.0,sports,Young Adult,139.0,5
3752,mortonkenneth,49,16.0,32.0,0.0,32.0,age,Adult,80.0,1
3753,jesse20,33,48.0,44.0,48.0,49.0,pet,Adult,189.0,5
3754,njohnson,30,32.0,0.0,34.0,17.0,food,Adult,83.0,1
3755,richardhoffman,31,24.0,47.0,0.0,47.0,fashion,Adult,118.0,5
3756,ujones,46,16.0,16.0,15.0,110.0,pet,Adult,157.0,0
3757,dustin51,22,8.0,23.0,0.0,8.0,fashion,Young Adult,39.0,1
3758,flogan,28,0.0,4.0,3.0,13.0,age,Adult,20.0,1
3759,ashley41,19,3.0,5.0,4.0,28.0,pet,Young Adult,40.0,1
3760,matthew58,19,10.0,10.0,67.0,10.0,food,Young Adult,97.0,1
3761,vsharp,34,29.0,30.0,0.0,29.0,age,Adult,88.0,5
3762,orose,32,54.0,55.0,0.0,162.0,pet,Adult,271.0,0
3763,wilsonandrew,23,0.0,61.0,0.0,62.0,pet,Young Adult,123.0,5
3764,reginaosborn,20,12.0,12.0,11.0,12.0,age,Young Adult,47.0,1
3765,millerheather,60,4.0,3.0,29.0,4.0,age,Adult,40.0,1
3766,uaguilar,29,50.0,50.0,50.0,50.0,sports,Adult,200.0,5
3767,asparks,45,38.0,40.0,0.0,40.0,age,Adult,118.0,5
3768,carlablackburn,26,8.0,0.0,8.0,8.0,age,Adult,24.0,1
3769,foxjill,23,11.0,0.0,35.0,12.0,food,Young Adult,58.0,1
3770,ireyes,19,82.0,82.0,73.0,82.0,sports,Young Adult,319.0,4
3771,wolfebrian,45,46.0,17.0,10.0,9.0,sports,Adult,82.0,1
3772,laurajones,26,11.0,10.0,12.0,11.0,age,Adult,44.0,1
3773,nlewis,28,73.0,0.0,0.0,8.0,sports,Adult,81.0,1
3774,amanda49,55,102.0,15.0,16.0,16.0,sports,Adult,149.0,2
3775,jonestimothy,15,0.0,28.0,62.0,63.0,pet,Teenager,153.0,5
3776,raymond94,15,0.0,0.0,0.0,12.0,age,Teenager,12.0,1
3777,dgregory,23,48.0,46.0,0.0,46.0,sports,Young Adult,140.0,5
3778,alexandramorgan,28,153.0,0.0,0.0,16.0,sports,Adult,169.0,2
3779,dmathis,27,0.0,42.0,37.0,21.0,fashion,Adult,100.0,5
3780,heather08,67,36.0,36.0,35.0,36.0,age,Senior,143.0,5
3781,harrisonlisa,34,20.0,96.0,20.0,38.0,fashion,Adult,174.0,4
3782,wmorgan,27,0.0,184.0,0.0,20.0,fashion,Adult,204.0,4
3783,heidisantiago,27,15.0,14.0,15.0,14.0,age,Adult,58.0,1
3784,alicia77,23,9.0,0.0,0.0,10.0,age,Young Adult,19.0,1
3785,ogallagher,15,33.0,0.0,32.0,32.0,sports,Teenager,97.0,5
3786,ericahodges,34,14.0,16.0,43.0,0.0,food,Adult,73.0,1
3787,valeriemurray,21,40.0,12.0,12.0,0.0,sports,Young Adult,64.0,1
3788,xmurphy,37,18.0,20.0,9.0,0.0,age,Adult,47.0,1
3789,johnny64,31,40.0,40.0,40.0,0.0,sports,Adult,120.0,5
3790,martinezandrea,24,0.0,115.0,14.0,0.0,fashion,Young Adult,129.0,4
3791,marilynlowe,44,17.0,17.0,8.0,0.0,age,Adult,42.0,1
3792,brett55,23,71.0,9.0,0.0,0.0,sports,Young Adult,80.0,1
3793,carsonluke,65,42.0,41.0,0.0,0.0,age,Senior,83.0,1
3794,wendy32,18,69.0,69.0,0.0,0.0,sports,Teenager,138.0,5
3795,michael18,18,20.0,39.0,39.0,0.0,fashion,Teenager,98.0,5
3796,markchase,19,50.0,48.0,48.0,0.0,sports,Young Adult,146.0,5
3797,veronica58,22,10.0,100.0,0.0,0.0,fashion,Young Adult,110.0,4
3798,leondebra,48,9.0,17.0,19.0,0.0,age,Adult,45.0,1
3799,tklein,32,0.0,6.0,61.0,0.0,food,Adult,67.0,1
3800,pacejasmine,14,34.0,17.0,33.0,0.0,sports,Teenager,84.0,1
3801,amyhall,29,22.0,8.0,8.0,0.0,age,Adult,38.0,1
3802,donald81,14,52.0,51.0,26.0,0.0,sports,Teenager,129.0,5
3803,michelle55,22,6.0,6.0,19.0,0.0,age,Young Adult,31.0,1
3804,jacksonmary,41,20.0,19.0,20.0,0.0,age,Adult,59.0,1
3805,quinnjoseph,42,2.0,25.0,0.0,0.0,age,Adult,27.0,1
3806,wrightrachael,16,27.0,13.0,28.0,0.0,food,Teenager,68.0,1
3807,yrodgers,21,44.0,42.0,0.0,0.0,sports,Young Adult,86.0,1
3808,danielingram,40,0.0,172.0,20.0,0.0,fashion,Adult,192.0,4
3809,benjaminstephanie,39,13.0,121.0,0.0,0.0,fashion,Adult,134.0,4
3810,schroedererika,23,87.0,30.0,30.0,0.0,sports,Young Adult,147.0,5
3811,anne25,32,0.0,9.0,0.0,0.0,age,Adult,9.0,1
3812,ashley55,31,40.0,118.0,40.0,0.0,fashion,Adult,198.0,4
3813,ystewart,50,105.0,39.0,39.0,0.0,sports,Adult,183.0,2
3814,richard29,44,32.0,4.0,0.0,0.0,age,Adult,36.0,1
3815,roger65,18,36.0,34.0,30.0,0.0,sports,Teenager,100.0,5
3816,tyler24,17,27.0,81.0,28.0,0.0,fashion,Teenager,136.0,4
3817,lorimorgan,32,61.0,20.0,20.0,0.0,sports,Adult,101.0,5
3818,kimberly55,26,30.0,28.0,27.0,0.0,sports,Adult,85.0,1
3819,williammartinez,38,188.0,21.0,0.0,0.0,sports,Adult,209.0,2
3820,brooke66,17,2.0,16.0,0.0,0.0,age,Teenager,18.0,1
3821,richcarrie,61,22.0,20.0,19.0,0.0,age,Senior,61.0,1
3822,riverakathryn,54,1.0,20.0,0.0,0.0,age,Adult,21.0,1
3823,morrisongerald,48,0.0,4.0,44.0,0.0,age,Adult,48.0,1
3824,rstevens,22,0.0,9.0,73.0,0.0,food,Young Adult,82.0,1
3825,ginahill,14,11.0,10.0,12.0,0.0,age,Teenager,33.0,1
3826,derrickthompson,17,24.0,9.0,9.0,0.0,sports,Teenager,42.0,1
3827,pchristian,19,67.0,32.0,61.0,0.0,sports,Young Adult,160.0,5
3828,fergusonkaren,14,0.0,43.0,43.0,0.0,fashion,Teenager,86.0,1
3829,wrightmeagan,31,51.0,48.0,49.0,0.0,sports,Adult,148.0,5
3830,flawrence,15,22.0,21.0,60.0,0.0,food,Teenager,103.0,5
3831,jeffreyhancock,14,0.0,11.0,0.0,0.0,age,Teenager,11.0,1
3832,guzmanthomas,27,76.0,73.0,72.0,0.0,sports,Adult,221.0,4
3833,erindyer,30,46.0,6.0,0.0,0.0,sports,Adult,52.0,1
3834,patrick94,62,3.0,8.0,4.0,0.0,age,Senior,15.0,1
3835,balvarez,39,44.0,44.0,38.0,0.0,sports,Adult,126.0,5
3836,barbara64,46,36.0,40.0,20.0,0.0,age,Adult,96.0,5
3837,davidhansen,72,0.0,15.0,149.0,0.0,food,Senior,164.0,3
3838,curtis58,22,0.0,8.0,75.0,0.0,food,Young Adult,83.0,3
3839,lewismary,43,24.0,13.0,27.0,0.0,age,Adult,64.0,1
3840,angelaperez,19,189.0,63.0,62.0,0.0,sports,Young Adult,314.0,2
3841,uvaughn,29,12.0,12.0,0.0,0.0,age,Adult,24.0,1
3842,gstanton,33,48.0,54.0,27.0,0.0,fashion,Adult,129.0,5
3843,akaiser,37,55.0,48.0,0.0,0.0,sports,Adult,103.0,5
3844,morrisclarence,44,0.0,24.0,3.0,0.0,age,Adult,27.0,1
3845,josephcordova,37,0.0,64.0,6.0,0.0,fashion,Adult,70.0,1
3846,christian71,29,13.0,13.0,8.0,0.0,age,Adult,34.0,1
3847,andersondeborah,54,33.0,30.0,34.0,0.0,age,Adult,97.0,5
3848,ibrown,16,0.0,170.0,20.0,0.0,fashion,Teenager,190.0,4
3849,amber88,29,121.0,120.0,0.0,0.0,sports,Adult,241.0,2
3850,lori74,49,0.0,9.0,10.0,0.0,age,Adult,19.0,1
3851,fwhite,15,4.0,9.0,8.0,0.0,age,Teenager,21.0,1
3852,rogerhernandez,27,10.0,38.0,12.0,0.0,fashion,Adult,60.0,1
3853,erika29,33,6.0,6.0,8.0,0.0,age,Adult,20.0,1
3854,moorerachel,16,0.0,99.0,110.0,0.0,food,Teenager,209.0,4
3855,bryanjones,32,0.0,30.0,30.0,0.0,age,Adult,60.0,1
3856,pagenancy,25,56.0,57.0,0.0,0.0,fashion,Young Adult,113.0,5
3857,krystalmorris,48,0.0,148.0,17.0,0.0,fashion,Adult,165.0,4
3858,daniel09,39,21.0,6.0,6.0,0.0,age,Adult,33.0,1
3859,fvincent,51,13.0,12.0,40.0,0.0,age,Adult,65.0,1
3860,kjohnson,39,41.0,42.0,125.0,0.0,food,Adult,208.0,3
3861,alexandra64,46,60.0,60.0,62.0,0.0,food,Adult,182.0,5
3862,baileyvalerie,16,0.0,1.0,16.0,0.0,age,Teenager,17.0,1
3863,griffinmichael,21,0.0,25.0,28.0,0.0,food,Young Adult,53.0,1
3864,ubryant,35,22.0,21.0,22.0,0.0,age,Adult,65.0,1
3865,wagnermaxwell,20,58.0,55.0,56.0,0.0,sports,Young Adult,169.0,5
3866,gedwards,25,40.0,81.0,80.0,0.0,fashion,Young Adult,201.0,4
3867,nicholas21,17,12.0,103.0,0.0,0.0,fashion,Teenager,115.0,4
3868,banksallison,17,48.0,94.0,83.0,0.0,fashion,Teenager,225.0,4
3869,russell14,34,35.0,19.0,36.0,0.0,food,Adult,90.0,1
3870,lopezcolleen,28,27.0,31.0,30.0,0.0,fashion,Adult,88.0,1
3871,johngeorge,31,48.0,52.0,45.0,0.0,fashion,Adult,145.0,5
3872,livingstonscott,33,47.0,24.0,42.0,0.0,sports,Adult,113.0,5
3873,aliciapeterson,30,33.0,37.0,40.0,0.0,food,Adult,110.0,5
3874,kevin20,35,18.0,150.0,0.0,0.0,fashion,Adult,168.0,4
3875,robinnguyen,24,3.0,35.0,0.0,0.0,fashion,Young Adult,38.0,1
3876,ycooper,15,3.0,44.0,0.0,0.0,fashion,Teenager,47.0,1
3877,tiffanyryan,32,108.0,54.0,108.0,0.0,sports,Adult,270.0,3
3878,matthewskatherine,14,24.0,24.0,67.0,0.0,food,Teenager,115.0,5
3879,khenderson,56,4.0,21.0,0.0,0.0,age,Adult,25.0,1
3880,grahamluis,54,190.0,20.0,0.0,0.0,sports,Adult,210.0,2
3881,wfowler,45,0.0,39.0,38.0,0.0,age,Adult,77.0,1
3882,lhayes,16,1.0,14.0,0.0,0.0,age,Teenager,15.0,1
3883,wilsonlaura,23,20.0,19.0,19.0,0.0,age,Young Adult,58.0,1
3884,bryanadams,47,21.0,20.0,21.0,0.0,age,Adult,62.0,1
3885,bonnie39,14,4.0,40.0,0.0,0.0,fashion,Teenager,44.0,1
3886,galvanjennifer,19,0.0,11.0,0.0,0.0,age,Young Adult,11.0,1
3887,qmelendez,21,27.0,24.0,0.0,0.0,sports,Young Adult,51.0,1
3888,halldeborah,15,24.0,25.0,24.0,0.0,fashion,Teenager,73.0,1
3889,rowenicole,23,15.0,136.0,0.0,0.0,fashion,Young Adult,151.0,4
